index_P,index_sent,full_word,lesks,lesks_name
5,20,area- sown- soybeans- season- record- mln- mln- hectares- pct- record- mln- sown,"[Synset('sphere.n.01'), Synset('sow.v.02'), Synset('soy.n.04'), Synset('season.n.03'), Synset('record.v.01'), Synset('hectare.n.01'), Synset('percentage.n.01'), Synset('record.v.01'), Synset('sow.v.02')]","['sphere.n.01', 'sow.v.02', 'soy.n.04', 'season.n.03', 'record.v.01', 'hectare.n.01', 'percentage.n.01', 'record.v.01', 'sow.v.02']"
5,21,soybean- crop- showing- excessive- moisture- areas- producers- fear- may- discover- damage,"[Synset('soy.n.04'), Synset('crop.v.05'), Synset('show.v.12'), Synset('excessive.s.02'), Synset('moisture.n.01'), Synset('sphere.n.01'), Synset('producer.n.02'), Synset('fear.v.01'), Synset('whitethorn.n.01'), Synset('unwrap.v.02'), Synset('wrong.n.02')]","['soy.n.04', 'crop.v.05', 'show.v.12', 'excessive.s.02', 'moisture.n.01', 'sphere.n.01', 'producer.n.02', 'fear.v.01', 'whitethorn.n.01', 'unwrap.v.02', 'wrong.n.02']"
5,22,experimental- harvesting- carried- Santa- Fe- areas- making- one- pct- total- crop- details- available,"[Synset('experimental.s.03'), Synset('harvest.v.02'), Synset('transport.v.02'), Synset('santa_claus.n.01'), Synset('iron.n.01'), Synset('sphere.n.01'), Synset('take.v.27'), Synset('one.s.06'), Synset('percentage.n.01'), Synset('sum.n.02'), Synset('crop.v.05'), Synset('detail.v.02'), Synset('available.s.03')]","['experimental.s.03', 'harvest.v.02', 'transport.v.02', 'santa_claus.n.01', 'iron.n.01', 'sphere.n.01', 'take.v.27', 'one.s.06', 'percentage.n.01', 'sum.n.02', 'crop.v.05', 'detail.v.02', 'available.s.03']"
5,23,,[],[]
6,0,,[],[]
6,1,,[],[]
6,2,,[],[]
6,3,better- hard- red- winter- pct- protein- minimum- pct- moisture- maximum,"[Synset('well.r.11'), Synset('hard.s.10'), Synset('red.s.01'), Synset('winter.v.01'), Synset('percentage.n.01'), Synset('protein.n.01'), Synset('minimum.n.02'), Synset('percentage.n.01'), Synset('moisture.n.01'), Synset('maximum.n.03')]","['well.r.11', 'hard.s.10', 'red.s.01', 'winter.v.01', 'percentage.n.01', 'protein.n.01', 'minimum.n.02', 'percentage.n.01', 'moisture.n.01', 'maximum.n.03']"
6,4,agent- said- NS- DNS- laydays- include- July- tonnes- Aug- tonnes- Sept- tonnes,"[Synset('agent.n.05'), Synset('suppose.v.01'), Synset('newton.n.02'), Synset('include.v.03'), Synset('july.n.01'), Synset('metric_ton.n.01'), Synset('august.n.01'), Synset('metric_ton.n.01'), Synset('family.n.04'), Synset('metric_ton.n.01')]","['agent.n.05', 'suppose.v.01', 'newton.n.02', 'include.v.03', 'july.n.01', 'metric_ton.n.01', 'august.n.01', 'metric_ton.n.01', 'family.n.04', 'metric_ton.n.01']"
6,5,HRW- laydays- include- June- tonnes- July- tonnes- September- tonnes,"[Synset('include.v.03'), Synset('june.n.01'), Synset('metric_ton.n.01'), Synset('july.n.01'), Synset('metric_ton.n.01'), Synset('september.n.01'), Synset('metric_ton.n.01')]","['include.v.03', 'june.n.01', 'metric_ton.n.01', 'july.n.01', 'metric_ton.n.01', 'september.n.01', 'metric_ton.n.01']"
6,6,,[],[]
7,0,,[],[]
7,1,Ministry- spokesman- Leonardo- Brito- speaking- Brasilia- told- Reuters- believed- five- mln- tonnes- year- estimated- crop- mln- tonnes- would- lost,"[Synset('ministry.n.04'), Synset('spokesman.n.01'), Synset('leonardo.n.01'), Synset('speak.v.05'), Synset('brasilia.n.01'), Synset('tell.v.03'), Synset('believe.v.04'), Synset('five-spot.n.03'), Synset('metric_ton.n.01'), Synset('year.n.03'), Synset('estimate.v.01'), Synset('crop.v.05'), Synset('metric_ton.n.01'), Synset('suffer.v.11')]","['ministry.n.04', 'spokesman.n.01', 'leonardo.n.01', 'speak.v.05', 'brasilia.n.01', 'tell.v.03', 'believe.v.04', 'five-spot.n.03', 'metric_ton.n.01', 'year.n.03', 'estimate.v.01', 'crop.v.05', 'metric_ton.n.01', 'suffer.v.11']"
7,2,,[],[]
7,3,Brazil- storage- capacity- mln- tonnes- theoretically- sufficient- crop,"[Synset('brazil_nut.n.02'), Synset('storehouse.n.01'), Synset('capacity.n.06'), Synset('metric_ton.n.01'), Synset('theoretically.r.02'), Synset('sufficient.a.01'), Synset('crop.v.05')]","['brazil_nut.n.02', 'storehouse.n.01', 'capacity.n.06', 'metric_ton.n.01', 'theoretically.r.02', 'sufficient.a.01', 'crop.v.05']"
7,4,Brito- said- storage- capacity- badly- distributed,"[Synset('suppose.v.01'), Synset('storehouse.n.01'), Synset('capacity.n.06'), Synset('ill.r.01'), Synset('stagger.v.03')]","['suppose.v.01', 'storehouse.n.01', 'capacity.n.06', 'ill.r.01', 'stagger.v.03']"
7,5,states- Sao- Paulo- Parana- Rio- Grande- Sul- pct- nation- capacity- responsible- pct- production,"[Synset('state.n.06'), Synset('parana.n.01'), Synset('rio_de_janeiro.n.01'), Synset('percentage.n.01'), Synset('state.n.04'), Synset('capacity.n.06'), Synset('responsible.s.02'), Synset('percentage.n.01'), Synset('production.n.06')]","['state.n.06', 'parana.n.01', 'rio_de_janeiro.n.01', 'percentage.n.01', 'state.n.04', 'capacity.n.06', 'responsible.s.02', 'percentage.n.01', 'production.n.06']"
7,6,biggest- problems- concentrated- Centre- West- growing- regions- rising- production- outpaced- storage- capacity,"[Synset('large.a.01'), Synset('trouble.n.01'), Synset('saturated.a.01'), Synset('centre.n.01'), Synset('west.n.08'), Synset('turn.v.07'), Synset('region.n.05'), Synset('rise.v.13'), Synset('production.n.06'), Synset('outpace.v.01'), Synset('storehouse.n.01'), Synset('capacity.n.06')]","['large.a.01', 'trouble.n.01', 'saturated.a.01', 'centre.n.01', 'west.n.08', 'turn.v.07', 'region.n.05', 'rise.v.13', 'production.n.06', 'outpace.v.01', 'storehouse.n.01', 'capacity.n.06']"
7,7,Brito- said- Centre- West- whose- crops- include- soya- maize- pct- nation- grains- production- pct- storage- space,"[Synset('suppose.v.01'), Synset('centre.n.01'), Synset('west.n.08'), Synset('crop.v.05'), Synset('include.v.03'), Synset('soy.n.04'), Synset('gamboge.n.02'), Synset('percentage.n.01'), Synset('state.n.04'), Synset('texture.n.05'), Synset('production.n.06'), Synset('percentage.n.01'), Synset('storehouse.n.01'), Synset('space.n.08')]","['suppose.v.01', 'centre.n.01', 'west.n.08', 'crop.v.05', 'include.v.03', 'soy.n.04', 'gamboge.n.02', 'percentage.n.01', 'state.n.04', 'texture.n.05', 'production.n.06', 'percentage.n.01', 'storehouse.n.01', 'space.n.08']"
7,8,,[],[]
7,9,Finally- shortage- lorries- transport- crops,"[Synset('ultimately.r.01'), Synset('deficit.n.01'), Synset('lorry.n.02'), Synset('transport.v.02'), Synset('crop.v.05')]","['ultimately.r.01', 'deficit.n.01', 'lorry.n.02', 'transport.v.02', 'crop.v.05']"
7,10,sheer- scale- task- transporting- record- crop- evident- television- reports- shown- enormous- queues- lorries- waiting- outside- granaries,"[Synset('sheer.r.01'), Synset('scale.v.08'), Synset('task.v.01'), Synset('transport.v.02'), Synset('record.v.01'), Synset('crop.v.05'), Synset('discernible.s.03'), Synset('television_receiver.n.01'), Synset('reputation.n.03'), Synset('show.v.12'), Synset('enormous.s.01'), Synset('queue.n.03'), Synset('lorry.n.02'), Synset('wait.v.04'), Synset('outside.r.01'), Synset('granary.n.01')]","['sheer.r.01', 'scale.v.08', 'task.v.01', 'transport.v.02', 'record.v.01', 'crop.v.05', 'discernible.s.03', 'television_receiver.n.01', 'reputation.n.03', 'show.v.12', 'enormous.s.01', 'queue.n.03', 'lorry.n.02', 'wait.v.04', 'outside.r.01', 'granary.n.01']"
8,0,,[],[]
8,1,,[],[]
8,2,France- sold- total- tonnes- soft- wheat- Tunisia- since- begining- current- campaign- covered- COFACE- export- credits,"[Synset('france.n.01'), Synset('sold.a.01'), Synset('sum.n.02'), Synset('metric_ton.n.01'), Synset('soft.s.10'), Synset('pale_yellow.n.01'), Synset('tunisia.n.01'), Synset('begin.v.10'), Synset('current.n.02'), Synset('political_campaign.n.01'), Synset('shroud.v.01'), Synset('export.v.02'), Synset('credits.n.01')]","['france.n.01', 'sold.a.01', 'sum.n.02', 'metric_ton.n.01', 'soft.s.10', 'pale_yellow.n.01', 'tunisia.n.01', 'begin.v.10', 'current.n.02', 'political_campaign.n.01', 'shroud.v.01', 'export.v.02', 'credits.n.01']"
8,3,,[],[]
9,0,,[],[]
9,1,bonus- awarded- dlrs- per- tonne- paid- Peavey- Company- form- commodities- CCC- stocks,"[Synset('bonus.n.02'), Synset('award.v.02'), Synset('metric_ton.n.01'), Synset('pay_up.v.01'), Synset('peavey.n.01'), Synset('ship's_company.n.01'), Synset('shape.v.02'), Synset('commodity.n.01'), Synset('three_hundred.s.01'), Synset('store.n.02')]","['bonus.n.02', 'award.v.02', 'metric_ton.n.01', 'pay_up.v.01', 'peavey.n.01', ""ship's_company.n.01"", 'shape.v.02', 'commodity.n.01', 'three_hundred.s.01', 'store.n.02']"
9,2,,[],[]
9,3,,[],[]
9,4,,[],[]
10,0,,[],[]
10,1,,[],[]
10,2,,[],[]
11,0,,[],[]
11,1,,[],[]
11,2,season- imports- totaled- mln- tonnes- U- corn- total- mln- tonnes,"[Synset('season.n.03'), Synset('significance.n.02'), Synset('totaled.s.01'), Synset('metric_ton.n.01'), Synset('uranium.n.01'), Synset('corn_whiskey.n.01'), Synset('sum.n.02'), Synset('metric_ton.n.01')]","['season.n.03', 'significance.n.02', 'totaled.s.01', 'metric_ton.n.01', 'uranium.n.01', 'corn_whiskey.n.01', 'sum.n.02', 'metric_ton.n.01']"
11,3,,[],[]
11,4,,[],[]
12,0,USDA- SEEKS- COMMENTS- GRAIN- DISCOUNT- SCHEDULE- U- Agriculture- Department- seeking- public- comments- question- adjusting- Commodity- Credit- Corporation- CCC- discount- premium- schedules- improve- quality- grain- accepts- loan- collateral- price- support- programs,"[Synset('department_of_agriculture.n.01'), Synset('seek.n.01'), Synset('remark.n.01'), Synset('texture.n.05'), Synset('rebate.n.01'), Synset('schedule.v.02'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('department.n.03'), Synset('try.v.01'), Synset('public.s.02'), Synset('remark.n.01'), Synset('question.v.03'), Synset('align.v.01'), Synset('commodity.n.01'), Synset('credit_rating.n.01'), Synset('pot.n.07'), Synset('three_hundred.s.01'), Synset('rebate.n.01'), Synset('premium.n.04'), Synset('schedule.v.02'), Synset('better.v.03'), Synset('timbre.n.01'), Synset('texture.n.05'), Synset('accept.v.11'), Synset('loanword.n.01'), Synset('collateral.n.01'), Synset('price.n.05'), Synset('support.v.09'), Synset('program.v.02')]","['department_of_agriculture.n.01', 'seek.n.01', 'remark.n.01', 'texture.n.05', 'rebate.n.01', 'schedule.v.02', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'try.v.01', 'public.s.02', 'remark.n.01', 'question.v.03', 'align.v.01', 'commodity.n.01', 'credit_rating.n.01', 'pot.n.07', 'three_hundred.s.01', 'rebate.n.01', 'premium.n.04', 'schedule.v.02', 'better.v.03', 'timbre.n.01', 'texture.n.05', 'accept.v.11', 'loanword.n.01', 'collateral.n.01', 'price.n.05', 'support.v.09', 'program.v.02']"
12,1,premiums- discounts- schedule- based- quality- factors- moisture- content- kernel- damage,"[Synset('premium.n.04'), Synset('rebate.n.01'), Synset('schedule.v.02'), Synset('establish.v.08'), Synset('timbre.n.01'), Synset('gene.n.01'), Synset('moisture.n.01'), Synset('message.n.02'), Synset('kernel.n.02'), Synset('wrong.n.02')]","['premium.n.04', 'rebate.n.01', 'schedule.v.02', 'establish.v.08', 'timbre.n.01', 'gene.n.01', 'moisture.n.01', 'message.n.02', 'kernel.n.02', 'wrong.n.02']"
12,2,,[],[]
12,3,department- said- possible- producers- could- encouraged- delivery- higher- quality- grain- CCC- adjusting- premiums- discounts,"[Synset('department.n.03'), Synset('suppose.v.01'), Synset('potential.a.01'), Synset('producer.n.02'), Synset('promote.v.01'), Synset('pitch.n.02'), Synset('high.s.07'), Synset('timbre.n.01'), Synset('texture.n.05'), Synset('three_hundred.s.01'), Synset('align.v.01'), Synset('premium.n.04'), Synset('rebate.n.01')]","['department.n.03', 'suppose.v.01', 'potential.a.01', 'producer.n.02', 'promote.v.01', 'pitch.n.02', 'high.s.07', 'timbre.n.01', 'texture.n.05', 'three_hundred.s.01', 'align.v.01', 'premium.n.04', 'rebate.n.01']"
12,4,Comments- due- April- report- Congress- required- law- May,"[Synset('remark.n.01'), Synset('due.n.02'), Synset('april.n.01'), Synset('reputation.n.03'), Synset('sexual_intercourse.n.01'), Synset('want.v.02'), Synset('law.n.06'), Synset('whitethorn.n.01')]","['remark.n.01', 'due.n.02', 'april.n.01', 'reputation.n.03', 'sexual_intercourse.n.01', 'want.v.02', 'law.n.06', 'whitethorn.n.01']"
12,5,,[],[]
13,0,,[],[]
13,1,official- noted- agreement- signed- January- provided- supply- tonnes- vegetable- oil- tonnes- corn- tonnes- wheat- delivery- current- fiscal- year- ending- September,"[Synset('official.s.05'), Synset('note.v.04'), Synset('agreement.n.06'), Synset('signed.a.01'), Synset('january.n.01'), Synset('provide.v.06'), Synset('supply.v.01'), Synset('metric_ton.n.01'), Synset('vegetable.n.02'), Synset('vegetable_oil.n.01'), Synset('metric_ton.n.01'), Synset('corn_whiskey.n.01'), Synset('metric_ton.n.01'), Synset('pale_yellow.n.01'), Synset('pitch.n.02'), Synset('current.n.02'), Synset('fiscal.a.01'), Synset('year.n.03'), Synset('ending.n.01'), Synset('september.n.01')]","['official.s.05', 'note.v.04', 'agreement.n.06', 'signed.a.01', 'january.n.01', 'provide.v.06', 'supply.v.01', 'metric_ton.n.01', 'vegetable.n.02', 'vegetable_oil.n.01', 'metric_ton.n.01', 'corn_whiskey.n.01', 'metric_ton.n.01', 'pale_yellow.n.01', 'pitch.n.02', 'current.n.02', 'fiscal.a.01', 'year.n.03', 'ending.n.01', 'september.n.01']"
13,2,purchase- authorizations- commodities- provided- January- agreement- announced- department,"[Synset('purchase.n.03'), Synset('mandate.n.01'), Synset('commodity.n.01'), Synset('provide.v.06'), Synset('january.n.01'), Synset('agreement.n.06'), Synset('announced.s.01'), Synset('department.n.03')]","['purchase.n.03', 'mandate.n.01', 'commodity.n.01', 'provide.v.06', 'january.n.01', 'agreement.n.06', 'announced.s.01', 'department.n.03']"
13,3,,[],[]
14,0,JAPAN- MINISTRY- COMMENT- RICE- TALKS- REPORT- Agriculture- Ministry- declined- comment- local- newspaper- report- Japan- agreed- hold- talks- closed- rice- market- new- GATT- round,"[Synset('japan.v.01'), Synset('ministry.n.04'), Synset('remark.n.01'), Synset('rice.v.01'), Synset('talk.n.03'), Synset('reputation.n.03'), Synset('agribusiness.n.01'), Synset('ministry.n.04'), Synset('worsen.v.01'), Synset('remark.n.01'), Synset('local_anesthetic.n.01'), Synset('newspaper.n.03'), Synset('reputation.n.03'), Synset('japan.v.01'), Synset('agree.v.02'), Synset('keep.v.01'), Synset('talk.n.03'), Synset('conclude.v.04'), Synset('rice.v.01'), Synset('marketplace.n.02'), Synset('newfangled.s.01'), Synset('general_agreement_on_tariffs_and_trade.n.01'), Synset('turn.n.09')]","['japan.v.01', 'ministry.n.04', 'remark.n.01', 'rice.v.01', 'talk.n.03', 'reputation.n.03', 'agribusiness.n.01', 'ministry.n.04', 'worsen.v.01', 'remark.n.01', 'local_anesthetic.n.01', 'newspaper.n.03', 'reputation.n.03', 'japan.v.01', 'agree.v.02', 'keep.v.01', 'talk.n.03', 'conclude.v.04', 'rice.v.01', 'marketplace.n.02', 'newfangled.s.01', 'general_agreement_on_tariffs_and_trade.n.01', 'turn.n.09']"
14,1,idea- report- cannot- comment- spokesman- told- Reuters,"[Synset('theme.n.03'), Synset('reputation.n.03'), Synset('remark.n.01'), Synset('spokesman.n.01'), Synset('tell.v.03')]","['theme.n.03', 'reputation.n.03', 'remark.n.01', 'spokesman.n.01', 'tell.v.03']"
14,2,Nihon- Keizai- Shinbun- quoting- unnamed- government- sources- said- Japan- would- tell- U- Agriculture- Secretary- Richard- Lyng- U- Trade- Representative- Clayton- Yeutter- intentions,"[Synset('japan.n.02'), Synset('quote.v.01'), Synset('nameless.s.01'), Synset('government.n.03'), Synset('source.n.07'), Synset('suppose.v.01'), Synset('japan.v.01'), Synset('tell.v.03'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('secretary.n.04'), Synset('uranium.n.01'), Synset('trade.v.03'), Synset('representative.n.01'), Synset('intention.n.03')]","['japan.n.02', 'quote.v.01', 'nameless.s.01', 'government.n.03', 'source.n.07', 'suppose.v.01', 'japan.v.01', 'tell.v.03', 'uranium.n.01', 'agribusiness.n.01', 'secretary.n.04', 'uranium.n.01', 'trade.v.03', 'representative.n.01', 'intention.n.03']"
14,3,two- due- visit- Japan- later- month- farm- talks,"[Synset('two.n.01'), Synset('due.n.02'), Synset('visit.v.07'), Synset('japan.v.01'), Synset('subsequently.r.01'), Synset('month.n.02'), Synset('farm.v.01'), Synset('talk.n.03')]","['two.n.01', 'due.n.02', 'visit.v.07', 'japan.v.01', 'subsequently.r.01', 'month.n.02', 'farm.v.01', 'talk.n.03']"
14,4,U- pressing- Japan- discuss- rice- issue- new- round- General- Agreement- Tariffs- Trade- talks,"[Synset('uranium.n.01'), Synset('pressing.n.02'), Synset('japan.v.01'), Synset('hash_out.v.01'), Synset('rice.v.01'), Synset('offspring.n.01'), Synset('newfangled.s.01'), Synset('turn.n.09'), Synset('general.v.01'), Synset('agreement.n.06'), Synset('tariff.v.01'), Synset('trade.v.03'), Synset('talk.n.03')]","['uranium.n.01', 'pressing.n.02', 'japan.v.01', 'hash_out.v.01', 'rice.v.01', 'offspring.n.01', 'newfangled.s.01', 'turn.n.09', 'general.v.01', 'agreement.n.06', 'tariff.v.01', 'trade.v.03', 'talk.n.03']"
14,5,Japan- said- GATT- right- forum,"[Synset('japan.v.01'), Synset('suppose.v.01'), Synset('general_agreement_on_tariffs_and_trade.n.01'), Synset('right.s.08'), Synset('forum.n.02')]","['japan.v.01', 'suppose.v.01', 'general_agreement_on_tariffs_and_trade.n.01', 'right.s.08', 'forum.n.02']"
14,6,Imports- rice- Japan- banned- Foodstuff- Control- Act,"[Synset('significance.n.02'), Synset('rice.v.01'), Synset('japan.v.01'), Synset('banish.v.02'), Synset('grocery.n.02'), Synset('master.v.04'), Synset('act.v.10')]","['significance.n.02', 'rice.v.01', 'japan.v.01', 'banish.v.02', 'grocery.n.02', 'master.v.04', 'act.v.10']"
14,7,,[],[]
14,8,nation- world- trade- body- began- Uruguay- trade- round- last- September,"[Synset('state.n.04'), Synset('world.n.06'), Synset('trade.v.03'), Synset('soundbox.n.01'), Synset('begin.v.10'), Synset('uruguay.n.01'), Synset('trade.v.03'), Synset('turn.n.09'), Synset('last.v.01'), Synset('september.n.01')]","['state.n.04', 'world.n.06', 'trade.v.03', 'soundbox.n.01', 'begin.v.10', 'uruguay.n.01', 'trade.v.03', 'turn.n.09', 'last.v.01', 'september.n.01']"
14,9,take- four- years- negotiate,"[Synset('take.v.39'), Synset('four-spot.n.01'), Synset('year.n.03'), Synset('negotiate.v.02')]","['take.v.39', 'four-spot.n.01', 'year.n.03', 'negotiate.v.02']"
14,10,,[],[]
15,0,,[],[]
15,1,mln- hectares- wheat- affected,"[Synset('hectare.n.01'), Synset('pale_yellow.n.01'), Synset('moved.a.01')]","['hectare.n.01', 'pale_yellow.n.01', 'moved.a.01']"
15,2,paper- said- abnormal- weather- conditions- encouraged- spread- wheat- midges- mln- hectares- Shanxi- Henan- Sichuan- Anhui- Hebei- Jiangsu,"[Synset('paper.n.05'), Synset('suppose.v.01'), Synset('abnormal.a.01'), Synset('weather.v.04'), Synset('stipulate.v.01'), Synset('promote.v.01'), Synset('unfold.v.04'), Synset('pale_yellow.n.01'), Synset('midge.n.01'), Synset('hectare.n.01'), Synset('szechwan.n.01'), Synset('hebei.n.01')]","['paper.n.05', 'suppose.v.01', 'abnormal.a.01', 'weather.v.04', 'stipulate.v.01', 'promote.v.01', 'unfold.v.04', 'pale_yellow.n.01', 'midge.n.01', 'hectare.n.01', 'szechwan.n.01', 'hebei.n.01']"
